# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2788698	2788901	+							B4U62_14730	204		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2788698	2788901	+	AQZ91620.1			hypothetical protein			B4U62_14730	204	67	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2788938	2789639	-							B4U62_14735	702		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2788938	2789639	-	AQZ91621.1			hypothetical protein			B4U62_14735	702	233	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2789704	2791458	-							B4U62_14740	1755		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2789704	2791458	-	AQZ91622.1			penicillin-binding protein 4B			B4U62_14740	1755	584	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2791512	2791985	-							B4U62_14745	474		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2791512	2791985	-	AQZ91623.1			transcription elongation factor GreA			B4U62_14745	474	157	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2792236	2792871	-							B4U62_14750	636		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2792236	2792871	-	AQZ91624.1			uridine kinase			B4U62_14750	636	211	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2792878	2794146	-							B4U62_14755	1269		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2792878	2794146	-	AQZ91625.1			protease			B4U62_14755	1269	422	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2794165	2795094	-							B4U62_14760	930		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2794165	2795094	-	AQZ91626.1			peptidase U32			B4U62_14760	930	309	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2795100	2795753	-							B4U62_14765	654		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2795100	2795753	-	AQZ91627.1			SAM-dependent methyltransferase			B4U62_14765	654	217	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2795905	2796987	-							B4U62_14770	1083		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2795905	2796987	-	AQZ91628.1			hypothetical protein			B4U62_14770	1083	360	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2797118	2797399	-							B4U62_14775	282		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2797118	2797399	-	AQZ91629.1			hypothetical protein			B4U62_14775	282	93	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2797417	2797833	-							B4U62_14780	417		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2797417	2797833	-	AQZ91630.1			Holliday junction resolvase RuvX			B4U62_14780	417	138	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2797841	2798107	-							B4U62_14785	267		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2797841	2798107	-	AQZ91631.1			hypothetical protein			B4U62_14785	267	88	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2798192	2800828	-							B4U62_14790	2637		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2798192	2800828	-	AQZ91632.1			alanine--tRNA ligase			B4U62_14790	2637	878	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2801159	2802220	-							B4U62_14795	1062		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2801159	2802220	-	AQZ91633.1			AI-2E family transporter			B4U62_14795	1062	353	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2802376	2803104	+							B4U62_14800	729		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2802376	2803104	+	AQZ91634.1			polar amino acid ABC transporter ATP-binding protein			B4U62_14800	729	242	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2803126	2803947	+							B4U62_14805	822		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2803126	2803947	+	AQZ91635.1			ABC transporter glutamine-binding protein GlnH			B4U62_14805	822	273	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2804008	2804658	+							B4U62_14810	651		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2804008	2804658	+	AQZ91636.1			glutamine ABC transporter permease GlnM			B4U62_14810	651	216	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2804675	2805331	+							B4U62_14815	657		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2804675	2805331	+	AQZ91637.1			glutamine ABC transporter permease GlnP			B4U62_14815	657	218	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2805366	2805497	-							B4U62_14820	132		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2805366	2805497	-	AQZ91638.1			DUF3918 domain-containing protein			B4U62_14820	132	43	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2805519	2805710	-							B4U62_14825	192		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2805519	2805710	-	AQZ91639.1			hypothetical protein			B4U62_14825	192	63	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2805722	2806246	-							B4U62_14830	525		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2805722	2806246	-	AQZ91640.1			hypothetical protein			B4U62_14830	525	174	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2806304	2808700	-							B4U62_14835	2397		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2806304	2808700	-	AQZ91641.1			ATP-dependent RecD-like DNA helicase			B4U62_14835	2397	798	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2808725	2809375	-							B4U62_14840	651		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2808725	2809375	-	AQZ91642.1			hypothetical protein			B4U62_14840	651	216	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2809431	2810546	-							B4U62_14845	1116		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2809431	2810546	-	AQZ91643.1			tRNA 2-thiouridine(34) synthase MnmA			B4U62_14845	1116	371	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2810577	2811716	-							B4U62_14850	1140		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2810577	2811716	-	AQZ91644.1			cysteine desulfurase NifS			B4U62_14850	1140	379	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2811735	2812151	-							B4U62_14855	417		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2811735	2812151	-	AQZ93100.1			transcriptional regulator			B4U62_14855	417	138	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2812354	2813619	+							B4U62_14860	1266		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2812354	2813619	+	AQZ91645.1			ATPase			B4U62_14860	1266	421	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2813661	2814425	-							B4U62_14865	765		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2813661	2814425	-	AQZ91646.1			tRNA threonylcarbamoyladenosine dehydratase			B4U62_14865	765	254	
gene	ncRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2814508	2814700	-					ssrS		B4U62_14870	193		
ncRNA	other	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2814508	2814700	-				6S RNA	ssrS		B4U62_14870	193		
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2814761	2816539	-							B4U62_14875	1779		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2814761	2816539	-	AQZ91647.1			aspartate--tRNA ligase			B4U62_14875	1779	592	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2816553	2817827	-							B4U62_14880	1275		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2816553	2817827	-	AQZ91648.1			histidine--tRNA ligase			B4U62_14880	1275	424	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2818209	2818379	-							B4U62_14885	171		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2818209	2818379	-	AQZ91649.1			hypothetical protein			B4U62_14885	171	56	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2818512	2820068	+							B4U62_14890	1557		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2818512	2820068	+	AQZ91650.1			N-acetylmuramoyl-L-alanine amidase			B4U62_14890	1557	518	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2820095	2820493	-							B4U62_14895	399		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2820095	2820493	-	AQZ91651.1			D-tyrosyl-tRNA(Tyr) deacylase			B4U62_14895	399	132	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2820547	2822751	-							B4U62_14900	2205		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2820547	2822751	-	AQZ91652.1			(p)ppGpp synthetase			B4U62_14900	2205	734	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2822919	2823431	-							B4U62_14905	513		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2822919	2823431	-	AQZ91653.1			adenine phosphoribosyltransferase			B4U62_14905	513	170	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2823437	2825797	-							B4U62_14910	2361		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2823437	2825797	-	AQZ91654.1			single-stranded-DNA-specific exonuclease RecJ			B4U62_14910	2361	786	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2825864	2826187	-							B4U62_14915	324		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2825864	2826187	-	AQZ91655.1			hypothetical protein			B4U62_14915	324	107	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2826263	2826760	-							B4U62_14920	498		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2826263	2826760	-	AQZ91656.1			hypothetical protein			B4U62_14920	498	165	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2826918	2829131	-							B4U62_14925	2214		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2826918	2829131	-	AQZ91657.1			protein translocase subunit SecDF			B4U62_14925	2214	737	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2829170	2829466	-							B4U62_14930	297		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2829170	2829466	-	AQZ91658.1			post-transcriptional regulator ComN			B4U62_14930	297	98	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2829582	2831138	+							B4U62_14935	1557		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2829582	2831138	+	AQZ91659.1			stage V sporulation protein B			B4U62_14935	1557	518	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2831142	2831798	-							B4U62_14940	657		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2831142	2831798	-	AQZ91660.1			DUF421 domain-containing protein			B4U62_14940	657	218	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2831933	2832385	+							B4U62_14945	453		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2831933	2832385	+	AQZ91661.1			hypothetical protein			B4U62_14945	453	150	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2832442	2832708	-							B4U62_14950	267		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2832442	2832708	-	AQZ91662.1			preprotein translocase subunit YajC			B4U62_14950	267	88	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2832745	2833890	-							B4U62_14955	1146		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2832745	2833890	-	AQZ91663.1			tRNA guanosine(34) transglycosylase Tgt			B4U62_14955	1146	381	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2833917	2834945	-							B4U62_14960	1029		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2833917	2834945	-	AQZ91664.1			tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA			B4U62_14960	1029	342	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2834975	2835175	-							B4U62_14965	201		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2834975	2835175	-	AQZ91665.1			hypothetical protein			B4U62_14965	201	66	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2835168	2836172	-							B4U62_14970	1005		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2835168	2836172	-	AQZ91666.1			Holliday junction branch migration DNA helicase RuvB			B4U62_14970	1005	334	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2836183	2836788	-							B4U62_14975	606		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2836183	2836788	-	AQZ91667.1			Holliday junction branch migration protein RuvA			B4U62_14975	606	201	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2836927	2837439	-							B4U62_14980	513		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2836927	2837439	-	AQZ91668.1			protein BofC			B4U62_14980	513	170	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2837487	2838794	-							B4U62_14985	1308		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2837487	2838794	-	AQZ91669.1			MFS transporter			B4U62_14985	1308	435	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2838865	2839890	-							B4U62_14990	1026		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2838865	2839890	-	AQZ91670.1			inositol 2-dehydrogenase			B4U62_14990	1026	341	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2840128	2840775	+							B4U62_14995	648		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2840128	2840775	+	AQZ91671.1			serine/threonine protein kinase			B4U62_14995	648	215	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2841187	2841318	+							B4U62_15000	132		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2841187	2841318	+	AQZ93101.1			hypothetical protein			B4U62_15000	132	43	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2841325	2841465	+							B4U62_15005	141		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2841325	2841465	+	AQZ91672.1			hypothetical protein			B4U62_15005	141	46	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2841629	2843083	+							B4U62_15010	1455		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2841629	2843083	+	AQZ91673.1			sodium:alanine symporter			B4U62_15010	1455	484	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2843124	2843846	-							B4U62_15015	723		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2843124	2843846	-	AQZ93102.1			transcriptional regulator			B4U62_15015	723	240	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2843949	2844545	-							B4U62_15020	597		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2843949	2844545	-	AQZ91674.1			sporulation cortex protein CoxA			B4U62_15020	597	198	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2844693	2845856	-							B4U62_15025	1164		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2844693	2845856	-	AQZ91675.1			SpoIVD-associated factor A			B4U62_15025	1164	387	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2845973	2847079	-							B4U62_15030	1107		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2845973	2847079	-	AQZ91676.1			quinolinate synthase			B4U62_15030	1107	368	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2847066	2847935	-							B4U62_15035	870		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2847066	2847935	-	AQZ91677.1			nicotinate-nucleotide pyrophosphorylase [carboxylating]			B4U62_15035	870	289	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2847889	2849484	-							B4U62_15040	1596		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2847889	2849484	-	AQZ91678.1			L-aspartate oxidase			B4U62_15040	1596	531	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2849587	2850774	+							B4U62_15045	1188		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2849587	2850774	+	AQZ91679.1			cysteine desulfurase			B4U62_15045	1188	395	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2850734	2851276	+							B4U62_15050	543		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2850734	2851276	+	AQZ91680.1			transcription repressor NadR			B4U62_15050	543	180	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2851301	2852158	-							B4U62_15055	858		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2851301	2852158	-	AQZ91681.1			prephenate dehydratase			B4U62_15055	858	285	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2852175	2852618	-							B4U62_15060	444		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2852175	2852618	-	AQZ91682.1			ACT domain-containing protein			B4U62_15060	444	147	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2852679	2853965	-							B4U62_15065	1287		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2852679	2853965	-	AQZ91683.1			GTPase ObgE			B4U62_15065	1287	428	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2853999	2854577	-							B4U62_15070	579		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2853999	2854577	-	AQZ91684.1			sporulation initiation phosphotransferase B			B4U62_15070	579	192	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2854898	2855182	-							B4U62_15075	285		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2854898	2855182	-	AQZ91685.1			50S ribosomal protein L27			B4U62_15075	285	94	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2855195	2855533	-							B4U62_15080	339		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2855195	2855533	-	AQZ91686.1			hypothetical protein			B4U62_15080	339	112	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2855536	2855844	-							B4U62_15085	309		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	2855536	2855844	-	AQZ91687.1			50S ribosomal protein L21			B4U62_15085	309	102	
